rank	text	glyph	tier	cl100k	o200k	saved	freq_per_M	value	cum_value_pct	domain
1409	whenever you have a moment	坪	B	6	6	5	180.0	900.0	95.03	business-email
1410	it has come to my attention	垃	B	6	6	5	180.0	900.0	95.06	business-email
1411	connection timeout	埃	B	2	2	1	900.0	900.0	95.08	web-http-api
1412	retry logic	埔	B	2	2	1	900.0	900.0	95.11	web-http-api
1413	PATCH request	域	B	2	2	1	900.0	900.0	95.13	web-http-api
1414	URL encoded	培	B	2	2	1	900.0	900.0	95.16	web-http-api
1415	request validation	堂	B	2	2	1	900.0	900.0	95.18	web-http-api
1416	schema validation	堡	B	2	2	1	900.0	900.0	95.21	web-http-api
1417	DROP INDEX	堵	B	2	2	1	900.0	900.0	95.23	sql-data
1418	ILIKE	塑	B	2	2	1	900.0	900.0	95.26	sql-data
1419	information_schema	塔	B	2	2	1	900.0	900.0	95.28	sql-data
1420	in particular	塘	B	2	2	1	880.0	880.0	95.31	math-logic
1421	due to the fact that	塞	B	5	5	4	220.0	880.0	95.33	business-email
1422	in response to	境	B	3	3	2	440.0	880.0	95.36	business-email
1423	recall that	墓	B	2	3	2	440.0	880.0	95.38	math-logic
1424	given by	増	B	2	2	1	880.0	880.0	95.41	math-logic
1425	i would appreciate	墙	B	3	3	2	440.0	880.0	95.43	business-email
1426	thank you for your cooperation	墨	B	5	5	4	220.0	880.0	95.46	business-email
1427	sorry for the late reply	壁	B	5	5	4	220.0	880.0	95.48	business-email
1428	i would like to request	壇	B	5	5	4	220.0	880.0	95.51	business-email
1429	this is a friendly reminder	士	B	5	5	4	220.0	880.0	95.53	business-email
1430	it would be great if	壮	B	5	5	4	220.0	880.0	95.56	business-email
1431	we apologize for any inconvenience	売	B	5	5	4	220.0	880.0	95.58	business-email
1432	this means	変	B	2	2	1	880.0	880.0	95.6	logic-reasoning
1433	as we can see	夏	B	4	4	3	290.0	870.0	95.63	logic-reasoning
1434	because of this	夕	B	3	3	2	430.0	860.0	95.65	logic-reasoning
1435	it turns out that	夜	B	4	4	3	285.0	855.0	95.68	logic-reasoning
1436	}, [	够	B	2	2	1	850.0	850.0	95.7	js-ts
1437	test set	夢	B	2	2	1	850.0	850.0	95.72	ml-ai-jargon
1438	model architecture	太	B	2	2	1	850.0	850.0	95.75	ml-ai-jargon
1439	## Requirements	夫	B	2	2	1	850.0	850.0	95.77	markdown-docs
1440	this is because	央	B	3	3	2	425.0	850.0	95.8	logic-reasoning
1441	furthermore	夹	B	3	3	2	420.0	840.0	95.82	prose-connectives
1442	in the context of	夺	B	4	4	3	280.0	840.0	95.84	prose-connectives
1443	in the end	奇	B	3	3	2	420.0	840.0	95.87	prose-connectives
1444	Record<string,	奈	B	3	3	2	420.0	840.0	95.89	js-ts
1445	is defined as	奉	B	3	3	2	420.0	840.0	95.91	math-logic
1446	the values of	奋	B	3	3	2	420.0	840.0	95.94	math-logic
1447	the set of all	奏	B	4	4	3	280.0	840.0	95.96	math-logic
1448	with the same	契	B	3	3	2	420.0	840.0	95.99	math-logic
1449	the right hand side	奔	B	4	4	3	280.0	840.0	96.01	math-logic
1450	the left hand side	奖	B	4	4	3	280.0	840.0	96.03	math-logic
1451	the length of	套	B	3	3	2	420.0	840.0	96.06	math-logic
1452	i hope you had a great weekend	奥	B	7	7	6	140.0	840.0	96.08	business-email
1453	in a timely manner	奴	B	4	4	3	280.0	840.0	96.1	business-email
1454	at this time	奶	B	3	3	2	420.0	840.0	96.13	business-email
1455	if you need anything	奷	B	4	4	3	280.0	840.0	96.15	business-email
1456	i would like to bring to your attention	奸	B	8	8	7	120.0	840.0	96.17	business-email
1457	i wanted to share	她	B	4	4	3	280.0	840.0	96.2	business-email
1458	in light of this	妇	B	4	4	3	275.0	825.0	96.22	logic-reasoning
1459	on the contrary	妈	B	3	3	2	410.0	820.0	96.24	logic-reasoning
1460	as a result of	妓	B	4	4	3	270.0	810.0	96.27	logic-reasoning
1461	as a whole	妖	B	3	3	2	400.0	800.0	96.29	prose-connectives
1462	on behalf of	妙	B	3	3	2	400.0	800.0	96.31	business-email
1463	the fact that	妞	B	3	3	2	400.0	800.0	96.33	prose-collocations
1464	import time	妮	B	2	2	1	800.0	800.0	96.36	python
1465	def update_	妹	B	3	3	2	400.0	800.0	96.38	python
1466	*args, **kwargs	妻	B	5	5	4	200.0	800.0	96.4	python
1467	datetime.now(	姆	B	3	3	2	400.0	800.0	96.42	python
1468	conn.close()	姐	B	3	3	2	400.0	800.0	96.45	python
1469	if TYPE_CHECKING:	姑	B	5	5	4	200.0	800.0	96.47	python
1470	return True	姓	B	2	2	1	800.0	800.0	96.49	python
1471	def _ensure_schema(conn	委	B	5	5	4	200.0	800.0	96.51	python
1472	def to_dict(self)	姚	B	5	5	4	200.0	800.0	96.54	python
1473	?: number	姜	B	2	2	1	800.0	800.0	96.56	js-ts
1474	console.error(	姨	B	3	3	2	400.0	800.0	96.58	js-ts
1475	default:	姿	B	2	2	1	800.0	800.0	96.6	code-general
1476	_ =	威	B	2	2	1	800.0	800.0	96.63	code-general
1477	() override {	娃	B	3	3	2	400.0	800.0	96.65	code-general
1478	= default;	娇	B	3	3	2	400.0	800.0	96.67	code-general
1479	= NULL;	娘	B	3	3	2	400.0	800.0	96.69	code-general
1480	.begin()	娛	B	2	2	1	800.0	800.0	96.72	code-general
1481	.end()	娜	B	2	2	1	800.0	800.0	96.74	code-general
1482	.into()	娱	B	2	2	1	800.0	800.0	96.76	code-general
1483	out of range	婆	B	3	3	2	400.0	800.0	96.78	code-general
1484	@SuppressWarnings(	婚	B	2	3	2	400.0	800.0	96.81	code-general
1485	private void	婦	B	2	2	1	800.0	800.0	96.83	code-general
1486	as much detail	婷	B	3	3	2	400.0	800.0	96.85	prompt-instructions
1487	json format	媒	B	2	2	1	800.0	800.0	96.87	prompt-instructions
1488	format the	媳	B	2	2	1	800.0	800.0	96.9	prompt-instructions
1489	without any	媽	B	2	2	1	800.0	800.0	96.92	prompt-instructions
1490	rewrite this	嫁	B	2	2	1	800.0	800.0	96.94	prompt-instructions
1491	that takes	嫂	B	2	2	1	800.0	800.0	96.96	prompt-instructions
1492	please provide	嫌	B	2	2	1	800.0	800.0	96.99	prompt-instructions
1493	clean up	嫩	B	2	2	1	800.0	800.0	97.01	prompt-instructions
1494	go through each	嬉	B	3	3	2	400.0	800.0	97.03	prompt-instructions
1495	have a look	孔	B	3	3	2	400.0	800.0	97.05	prompt-instructions
1496	as if i	孕	B	3	3	2	400.0	800.0	97.08	prompt-instructions
1497	convert the following	孙	B	3	3	2	400.0	800.0	97.1	prompt-instructions
1498	make sure all	孟	B	3	3	2	400.0	800.0	97.12	prompt-instructions
1499	line by line	季	B	3	3	2	400.0	800.0	97.14	prompt-instructions
1500	make it shorter	孤	B	3	3	2	400.0	800.0	97.17	prompt-instructions
1501	validation set	孩	B	2	2	1	800.0	800.0	97.19	ml-ai-jargon
1502	precision and recall	學	B	3	3	2	400.0	800.0	97.21	ml-ai-jargon
1503	natural language	宁	B	2	2	1	800.0	800.0	97.23	ml-ai-jargon
1504	similarity search	它	B	3	3	2	400.0	800.0	97.26	ml-ai-jargon
1505	model.train()	宅	B	3	3	2	400.0	800.0	97.28	ml-ai-jargon
1506	model.eval()	宇	B	3	3	2	400.0	800.0	97.3	ml-ai-jargon
1507	anomaly detection	守	B	3	3	2	400.0	800.0	97.32	ml-ai-jargon
1508	one-hot encoding	宏	B	3	3	2	400.0	800.0	97.35	ml-ai-jargon
1509	eslint .	宗	B	2	2	1	800.0	800.0	97.37	shell-cli-git
1510	./configure	官	B	2	2	1	800.0	800.0	97.39	shell-cli-git
1511	yum install	宜	B	2	2	1	800.0	800.0	97.41	shell-cli-git
1512	AppData	宝	B	2	2	1	800.0	800.0	97.44	shell-cli-git
1513	Set-Location	実	B	3	3	2	400.0	800.0	97.46	shell-cli-git
1514	Invoke-WebRequest	宠	B	3	3	2	400.0	800.0	97.48	shell-cli-git
1515	```tsx	宣	B	2	2	1	800.0	800.0	97.5	markdown-docs
1516	```sql	室	B	2	2	1	800.0	800.0	97.53	markdown-docs
1517	root directory	宫	B	2	2	1	800.0	800.0	97.55	markdown-docs
1518	return value	宮	B	2	2	1	800.0	800.0	97.57	markdown-docs
1519	Read more	害	B	2	2	1	800.0	800.0	97.59	markdown-docs
1520	without loss of generality	宴	B	5	5	4	200.0	800.0	97.61	math-logic
1521	it suffices to show	宽	B	5	5	4	200.0	800.0	97.64	math-logic
1522	i am writing to request	宾	B	5	5	4	200.0	800.0	97.66	business-email
1523	at this point in time	宿	B	5	5	4	200.0	800.0	97.68	business-email
1524	i wanted to circle back	寄	B	5	5	4	200.0	800.0	97.7	business-email
1525	on behalf of the team	富	B	5	5	4	200.0	800.0	97.73	business-email
1526	keep me in the loop	寒	B	5	5	4	200.0	800.0	97.75	business-email
1527	get back to you shortly	寓	B	5	5	4	200.0	800.0	97.77	business-email
1528	we will be in touch	寝	B	5	5	4	200.0	800.0	97.79	business-email
1529	any inconvenience this may have caused	察	B	6	6	5	160.0	800.0	97.82	business-email
1530	i look forward to connecting	實	B	5	5	4	200.0	800.0	97.84	business-email
1531	grant_type	寨	B	2	2	1	800.0	800.0	97.86	web-http-api
1532	needless to say	寫	B	4	4	3	265.0	795.0	97.88	logic-reasoning
1533	with that in mind	寶	B	4	4	3	260.0	780.0	97.91	business-email
1534	is an element of	寸	B	4	4	3	260.0	780.0	97.93	math-logic
1535	please be advised that	寺	B	4	4	3	260.0	780.0	97.95	business-email
1536	nice to meet you	寻	B	4	4	3	260.0	780.0	97.97	business-email
1537	consequently	対	B	2	3	2	380.0	760.0	97.99	logic-reasoning
1538	with regard to	寿	B	3	3	2	380.0	760.0	98.01	business-email
1539	for every	封	B	2	2	1	760.0	760.0	98.04	math-logic
1540	the derivative of	専	B	3	3	2	380.0	760.0	98.06	math-logic
1541	executescript(	射	B	4	4	3	250.0	750.0	98.08	python
1542	= field(default_factory=dict)	將	B	6	6	5	150.0	750.0	98.1	python
1543	= field(default_factory=list)	專	B	6	6	5	150.0	750.0	98.12	python
1544	", ".join(	尊	B	4	4	3	250.0	750.0	98.14	python
1545	getattr(request.state	尋	B	3	4	3	250.0	750.0	98.16	python
1546	self.assertEqual(	對	B	3	4	3	250.0	750.0	98.18	python
1547	export interface	導	B	2	2	1	750.0	750.0	98.21	js-ts
1548	unreachable!()	尖	B	4	4	3	250.0	750.0	98.23	code-general
1549	model training	尚	B	2	2	1	750.0	750.0	98.25	ml-ai-jargon
1550	data science	尝	B	2	2	1	750.0	750.0	98.27	ml-ai-jargon
1551	area under the curve	尤	B	4	4	3	250.0	750.0	98.29	ml-ai-jargon
1552	the main idea	尸	B	3	3	2	375.0	750.0	98.31	logic-reasoning
1553	in this context	尺	B	3	3	2	370.0	740.0	98.33	logic-reasoning
1554	more often than not	尼	B	4	4	3	245.0	735.0	98.35	logic-reasoning
1555	as mentioned above	尽	B	3	3	2	365.0	730.0	98.37	logic-reasoning
1556	as opposed to	尾	B	3	3	2	360.0	720.0	98.39	prose-connectives
1557	that being said	尿	B	3	3	2	360.0	720.0	98.41	business-email
1558	appreciate	屁	B	3	3	2	360.0	720.0	98.43	prose-multitoken-words
1559	is proportional to	层	B	3	3	2	360.0	720.0	98.45	math-logic
1560	this implies that	居	B	3	3	2	360.0	720.0	98.47	math-logic
1561	the absolute value of	届	B	4	4	3	240.0	720.0	98.49	math-logic
1562	the rate of	屋	B	3	3	2	360.0	720.0	98.51	math-logic
1563	the order of	屏	B	3	3	2	360.0	720.0	98.53	math-logic
1564	in the form	属	B	3	3	2	360.0	720.0	98.55	math-logic
1565	can be expressed as	履	B	4	4	3	240.0	720.0	98.57	math-logic
1566	not equal to	屯	B	3	3	2	360.0	720.0	98.59	math-logic
1567	is not equal to	岗	B	4	4	3	240.0	720.0	98.62	math-logic
1568	going forward	岛	B	2	2	1	720.0	720.0	98.64	business-email
1569	i apologize for	岡	B	3	3	2	360.0	720.0	98.66	business-email
1570	by end of day	岩	B	4	4	3	240.0	720.0	98.68	business-email
1571	happy to help	岭	B	3	3	2	360.0	720.0	98.7	business-email
1572	all the best	岳	B	3	3	2	360.0	720.0	98.72	business-email
1573	as a follow up	岸	B	4	4	3	240.0	720.0	98.74	business-email
1574	just following up	峡	B	3	3	2	360.0	720.0	98.76	business-email
1575	i trust this email finds you well	峰	B	7	7	6	120.0	720.0	98.78	business-email
1576	i will follow up	島	B	4	4	3	240.0	720.0	98.8	business-email
1577	here is a quick	崎	B	4	4	3	240.0	720.0	98.82	business-email
1578	do not hesitate	∀	B	3	3	2	360.0	720.0	98.84	business-email
1579	would you be available	∆	B	4	4	3	240.0	720.0	98.86	business-email
1580	good to hear from you	∙	B	5	5	4	180.0	720.0	98.88	business-email
1581	it was a pleasure	√	B	4	4	3	240.0	720.0	98.9	business-email
1582	it is worth noting	∞	B	4	4	3	238.0	714.0	98.92	logic-reasoning
1583	in this way	∨	B	3	3	2	355.0	710.0	98.94	logic-reasoning
1584	that is	≈	B	2	2	1	700.0	700.0	98.96	prose-connectives
1585	as mentioned	≤	B	2	2	1	700.0	700.0	98.98	markdown-docs
1586	specifically	≥	B	2	2	1	700.0	700.0	99.0	prose-multitoken-words
1587	deserialization	≫	B	2	2	1	700.0	700.0	99.02	web-http-api
1588	conn.row_factory	℃	B	3	3	2	350.0	700.0	99.04	python
1589	fetchall()]	№	B	3	3	2	350.0	700.0	99.06	python
1590	in payload	Ω	B	2	2	1	700.0	700.0	99.08	python
1591	str(value	⇒	B	2	2	1	700.0	700.0	99.1	python
1592	, default=	□	B	3	3	2	350.0	700.0	99.12	python
1593	logger.warning(	▪	B	3	3	2	350.0	700.0	99.13	python
1594	logger.error(	▫	B	3	3	2	350.0	700.0	99.15	python
1595	import os	▬	B	2	2	1	700.0	700.0	99.17	python
1596	results.append(	▲	B	3	3	2	350.0	700.0	99.19	python
1597	.items():	△	B	2	2	1	700.0	700.0	99.21	python
1598	from datetime import	▶	B	3	3	2	350.0	700.0	99.23	python
1599	.isoformat()	▷	B	3	3	2	350.0	700.0	99.25	python
1600	VALUES (?, ?	▼	B	3	3	2	350.0	700.0	99.27	python
1601	dict(row)	▽	B	3	3	2	350.0	700.0	99.29	python
1602	return [	◆	B	2	2	1	700.0	700.0	99.31	python
1603	= float(	◇	B	3	3	2	350.0	700.0	99.33	python
1604	async def	○	B	2	2	1	700.0	700.0	99.35	python
1605	.lower()	◎	B	2	2	1	700.0	700.0	99.37	python
1606	.replace(	☎	B	2	2	1	700.0	700.0	99.39	python
1607	.join(	☺	B	2	2	1	700.0	700.0	99.41	python
1608	return False	♂	B	2	2	1	700.0	700.0	99.43	python
1609	to_dict()	♡	B	3	3	2	350.0	700.0	99.45	python
1610	useCallback(	♦	B	3	3	2	350.0	700.0	99.47	js-ts
1611	?: boolean	♫	B	2	2	1	700.0	700.0	99.49	js-ts
1612	async (	✅	B	2	2	1	700.0	700.0	99.51	js-ts
1613	JSON.stringify(	✓	B	3	3	2	350.0	700.0	99.53	js-ts
1614	string | undefined	✨	B	3	3	2	350.0	700.0	99.55	js-ts
1615	null;	❤	B	2	2	1	700.0	700.0	99.57	js-ts
1616	}, []);	➡	B	3	3	2	350.0	700.0	99.59	js-ts
1617	))}	①	B	2	2	1	700.0	700.0	99.61	js-ts
1618	process.env.	②	B	3	3	2	350.0	700.0	99.63	js-ts
1619	key={	③	B	2	2	1	700.0	700.0	99.65	js-ts
1620	Result<(),	④	B	2	2	1	700.0	700.0	99.67	code-general
1621	private static	⑤	B	2	2	1	700.0	700.0	99.69	code-general
1622	sizeof(	┃	B	2	2	1	700.0	700.0	99.71	code-general
1623	make([]	├	B	2	2	1	700.0	700.0	99.72	code-general
1624	.empty()	┣	B	2	2	1	700.0	700.0	99.74	code-general
1625	.collect()	▀	B	2	2	1	700.0	700.0	99.76	code-general
1626	testing.T	▄	B	2	2	1	700.0	700.0	99.78	code-general
1627	func init()	▋	B	3	3	2	350.0	700.0	99.8	code-general
1628	be concise	▒	B	2	2	1	700.0	700.0	99.82	prompt-instructions
1629	as json	▓	B	2	2	1	700.0	700.0	99.84	prompt-instructions
1630	output format	々	B	2	2	1	700.0	700.0	99.86	prompt-instructions
1631	nothing else	〇	B	2	2	1	700.0	700.0	99.88	prompt-instructions
1632	translate to	〈	B	2	2	1	700.0	700.0	99.9	prompt-instructions
1633	using python	〉	B	2	2	1	700.0	700.0	99.92	prompt-instructions
1634	takes a	〒	B	2	2	1	700.0	700.0	99.94	prompt-instructions
1635	leave the rest	〔	B	3	3	2	350.0	700.0	99.96	prompt-instructions
1636	as is	〕	B	2	2	1	700.0	700.0	99.98	prompt-instructions
1637	below is	〖	B	2	2	1	700.0	700.0	100.0	prompt-instructions
